Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
XDP-Based SmartNIC Hardware Performance Acceleration for Next-Generation Networks,Journal of Network and Systems Management,,,,10.1007/s10922-022-09687-z,Pablo Salva-GarciaRuben Ricart-SanchezEnrique Chirivella-PerezQi WangJose M. Alcaraz-Calero,2022,https://link.springer.com/article/10.1007/s10922-022-09687-z,Article
Joint energy efficiency and load balancing optimization in hybrid IP/SDN networks,Annals of Telecommunications,,,,10.1007/s12243-022-00921-y,Jaime Galán-JiménezMarco PolveriniFrancesco G. LavaccaJuan Luis HerreraJavier Berrocal,2022,https://link.springer.com/article/10.1007/s12243-022-00921-y,Article
ACOLBR: ACO Based Load Balancing Routing in MANET,Wireless Personal Communications,,,,10.1007/s11277-022-09804-w,Milan Kumar DholeyDitipriya Sinha,2022,https://link.springer.com/article/10.1007/s11277-022-09804-w,Article
Taxonomy of traffic engineering mechanisms in software-defined networks: a survey,Telecommunication Systems,,,,10.1007/s11235-022-00947-6,Ramin MohammadiSedat AkleylekAli GhaffariAlireza Shirmarz,2022,https://link.springer.com/article/10.1007/s11235-022-00947-6,Article
QOGMP: QoS-oriented global multi-path traffic scheduling algorithm in software defined network,Scientific Reports,,,,10.1038/s41598-022-18919-w,Yiping GuoGuyu HuDongsheng Shao,2022,https://link.springer.com/article/10.1038/s41598-022-18919-w,Article
Correction: Mitigating the worst parent attack in RPL based internet of things,Cluster Computing,,,,10.1007/s10586-022-03721-0,Rashmi SahayG. GeethakumariBarsha Mitra,2022,https://link.springer.com/article/10.1007/s10586-022-03721-0,Article
High Capacity and Resilient Large-Scale Deterministic IP Networks,Journal of Network and Systems Management,,,,10.1007/s10922-022-09683-3,Vincent AngilellaFilip KrasniqiPaolo MedaglianiSebastien MartinJérémie LeguayRen ShoushouLiu Xuan,2022,https://link.springer.com/article/10.1007/s10922-022-09683-3,Article
Performance evaluation of Software-Defined Network (SDN) controllers using Dijkstra’s algorithm,Wireless Networks,,,,10.1007/s11276-022-03044-3,Yinjun ZhangMengji Chen,2022,https://link.springer.com/article/10.1007/s11276-022-03044-3,Article
Fast and efficient algorithm for delay-sensitive QoS provisioning in SDN networks,Wireless Networks,,,,10.1007/s11276-022-03028-3,Ahmed BinSahaqTarek SheltamiAshraf MahmoudNidal Nasser,2022,https://link.springer.com/article/10.1007/s11276-022-03028-3,Article
Efficient greedy heuristic approach for fault-tolerant distributed controller placement in scalable SDN architecture,Cluster Computing,,,,10.1007/s10586-022-03694-0,Rakesh SalamAnsuman Bhattacharya,2022,https://link.springer.com/article/10.1007/s10586-022-03694-0,Article
LARIC: latency-aware QoS routing for interactive communication in software defined multimedia,International Journal of Information Technology,,,,10.1007/s41870-022-01053-1,P. SugunaR. Leela Velusamy,2022,https://link.springer.com/article/10.1007/s41870-022-01053-1,Article
DB-CMT: A New Concurrent Multi-path Stream Control Transport Protocol,Journal of Network and Systems Management,,,,10.1007/s10922-022-09677-1,Lal Pratap VermaVarun Kumar SharmaMahesh KumarDimitris KanellopoulosAniket Mahanti,2022,https://link.springer.com/article/10.1007/s10922-022-09677-1,Article
Deep reinforcement learning-based fountain coding for concurrent multipath transfer in high-speed railway networks,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-022-01321-8,Chengxiao YuWei QuanKang LiuMingyuan LiuZiheng XuHongke Zhang,2022,https://link.springer.com/article/10.1007/s12083-022-01321-8,Article
Flexible RAN Slicing for Mobile Wireless Networks,Journal of Network and Systems Management,,,,10.1007/s10922-022-09670-8,Afonso OliveiraTeresa Vazão,2022,https://link.springer.com/article/10.1007/s10922-022-09670-8,Article
Improving RED algorithm congestion control by using the Markov decision process,Scientific Reports,,,,10.1038/s41598-022-17528-x,Amar A. MahawishHassan J. Hassan,2022,https://link.springer.com/article/10.1038/s41598-022-17528-x,Article
An adaptive and secure routes migration model for the sustainable cloud of things,Cluster Computing,,,,10.1007/s10586-022-03677-1,Naveed IslamKhalid HaseebAmjad RehmanTeg AlamGwanggil Jeon,2022,https://link.springer.com/article/10.1007/s10586-022-03677-1,Article
TFAD: TCP flooding attack detection in software-defined networking using proxy-based and machine learning-based mechanisms,Cluster Computing,,,,10.1007/s10586-022-03666-4,K. Muthamil SudarP. DeepalakshmiAshish SinghParvathaneni Naga Srinivasu,2022,https://link.springer.com/article/10.1007/s10586-022-03666-4,Article
Analyzing and Optimizing Packet Corruption in RDMA Network,Journal of Computer Science and Technology,,,,10.1007/s11390-022-2123-8,Yi-Xiao GaoChen TianWei ChenDuo-Xing LiJian YanYuan-Yuan GongBing-Quan WangTao WuLei HanFa-Zhi QiShan ZengWan-Chun DouGui-Hai Chen,2022,https://link.springer.com/article/10.1007/s11390-022-2123-8,Article
An Efficient Scheme to Defend Data-to-Control-Plane Saturation Attacks in Software-Defined Networking,Journal of Computer Science and Technology,,,,10.1007/s11390-022-1495-0,Xuan-Bo HuangKai-Ping XueYi-Tao XingDing-Wen HuRuidong LiQi-Bin Sun,2022,https://link.springer.com/article/10.1007/s11390-022-1495-0,Article
AFCC-r: Adaptive Feedback Congestion Control Algorithm to Avoid Queue Overflow in LTE Networks,Mobile Networks and Applications,,,,10.1007/s11036-022-02011-8,Muhammet ÇakmakZafer Albayrak,2022,https://link.springer.com/article/10.1007/s11036-022-02011-8,Article
Transit ring: bubble flow control for eliminating inter-ring communication congestion,The Journal of Supercomputing,,,,10.1007/s11227-022-04712-z,Yiming OuyangChenglong SunRuifeng LiQi WangJianhua Li,2022,https://link.springer.com/article/10.1007/s11227-022-04712-z,Article
DSEA: A Traffic Control Method of Information Center Networking Based on Multi-objective Genetic Algorithms,Journal of Network and Systems Management,,,,10.1007/s10922-022-09678-0,Ruilin WangXin WangPing XieMuhua LiuXuhui ZhaoMingchuan Zhang,2022,https://link.springer.com/article/10.1007/s10922-022-09678-0,Article
Optimized software-defined multimedia framework: networking and computing resource management,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04230-z,Ahmadreza Montazerolghaem,2022,https://link.springer.com/article/10.1007/s12652-022-04230-z,Article
Retraction Note to: Threshold based DDoS mitigation with fog layer in cloud environment,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04311-z,B. DhiyaneshS. SakthivelR. RadhaS. Senthil Kumar,2022,https://link.springer.com/article/10.1007/s12652-022-04311-z,Article
Intelligent routing method based on Dueling DQN reinforcement learning and network traffic state prediction in SDN,Wireless Networks,,,,10.1007/s11276-022-03066-x,Linqiang HuangMiao YeXingsi XueYong WangHongbing QiuXiaofang Deng,2022,https://link.springer.com/article/10.1007/s11276-022-03066-x,Article
Knowledge defined networks on the edge for service function chaining and reactive traffic steering,Cluster Computing,,,,10.1007/s10586-022-03660-w,Adeel RafiqSaad RehmanRupert YoungWang-Cheol SongMuhammad Attique KhanSeifedine KadryGautam Srivastava,2022,https://link.springer.com/article/10.1007/s10586-022-03660-w,Article
Retraction Note to: SLA-aware load balancing using risk management framework in cloud,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04287-w,Abhishek GuptaH. S. BhadauriaAnnapurna Singh,2022,https://link.springer.com/article/10.1007/s12652-022-04287-w,Article
An Efficient and Decentralized Fuzzy Reinforcement Learning Bandwidth Controller for Multitenant Data Centers,Journal of Network and Systems Management,,,,10.1007/s10922-022-09667-3,Reiner H. Santos FilhoTadeu N. FerreiraDiogo M. F. MattosDianne S. V. Medeiros,2022,https://link.springer.com/article/10.1007/s10922-022-09667-3,Article
<i>Glider:</i> rethinking congestion control with deep reinforcement learning,World Wide Web,,,,10.1007/s11280-022-01018-1,Zhenchang XiaLibing WuFei WangXudong LiaoHaiyan HuJia WuDan Wu,2022,https://link.springer.com/article/10.1007/s11280-022-01018-1,Article
"Security &amp; Privacy in Software Defined Networks, Issues, Challenges and Cost of Developed Solutions: A Systematic Literature Review",International Journal of Wireless Information Networks,,,,10.1007/s10776-022-00561-y,Naveed AhmedKamalrulnizam Abu BakarFatima Tul ZuhraTanzila KehkashanMuhammad Akram MujahidMuhammad Siraj RathoreMuhammad DawoodBabangida Isyaku,2022,https://link.springer.com/article/10.1007/s10776-022-00561-y,Article
Retraction Note to: Real time prefix matching based IP lookup and update mechanism for efficient routing in networks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04180-6,M. HemalathaS. Rukmanidevi,2022,https://link.springer.com/article/10.1007/s12652-022-04180-6,Article
Development and performance evaluation of EQUIC protocol,International Journal of Information Technology,,,,10.1007/s41870-022-00960-7,Sujeet Singh BhadouriaShashikant Gupta,2022,https://link.springer.com/article/10.1007/s41870-022-00960-7,Article
Layered methods for updating AIoT-compatible TCAMS in B5G-enabled WSNs,EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-022-02134-2,Mahdi AbbasiShobeir VakilianShakoor VakilianMohammad R. KhosraviHatam Abdoli,2022,https://link.springer.com/article/10.1186/s13638-022-02134-2,Article
Efficient loop detection and congestion-free network update for SDN,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-022-01334-3,Dong LiangQinrang LiuBinghao YanTing ChenXingyu Liu,2022,https://link.springer.com/article/10.1007/s12083-022-01334-3,Article
Mitigating TCP incast in data center networks using enhanced application layer technique,International Journal of Information Technology,,,,10.1007/s41870-022-00976-z,Mahendra SuryavanshiJyoti Yadav,2022,https://link.springer.com/article/10.1007/s41870-022-00976-z,Article
A Hybrid Multi-objective Algorithm for Imbalanced Controller Placement in Software-Defined Networks,Journal of Network and Systems Management,,,,10.1007/s10922-022-09650-y,Nasrin firouzMohammad MasdariAmin Babazadeh SangarKambiz Majidzadeh,2022,https://link.springer.com/article/10.1007/s10922-022-09650-y,Article
Retraction Note to: Congestion control load balancing adaptive routing protocols for random waypoint model in mobile ad-hoc networks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04065-8,Jogendra KumarAnnapurna SinghH. S. Bhadauria,2022,https://link.springer.com/article/10.1007/s12652-022-04065-8,Article
Modeling and Optimization in Software-Defined Networks,"Synthesis Lectures on Learning, Networks, and Algorithms",,,,10.1007/978-3-031-02382-8,Konstantinos PoularakisLeandros TassiulasT.V. Lakshman,2022,https://link.springer.com/book/10.1007/978-3-031-02382-8,Book
Analytical Methods for Network Congestion Control,"Synthesis Lectures on Learning, Networks, and Algorithms",,,,10.1007/978-3-031-79275-5,Steven H. Low,2022,https://link.springer.com/book/10.1007/978-3-031-79275-5,Book
GAJEL-DSDN: an intelligent hybrid genetic-Jaya-based switch migration algorithm for efficient load balancing in distributed SDNs,The Journal of Supercomputing,,,,10.1007/s11227-022-04591-4,Delaram KhaliliBehrang Barekatain,2022,https://link.springer.com/article/10.1007/s11227-022-04591-4,Article
Packets with Deadlines,"Synthesis Lectures on Learning, Networks, and Algorithms",,,,10.1007/978-3-031-79257-1,I-Hong HouP.R. Kumar,2022,https://link.springer.com/book/10.1007/978-3-031-79257-1,Book
Declarative Networking,Synthesis Lectures on Data Management,,,,10.1007/978-3-031-01886-2,Boon Thau LooWenchao Zhou,2022,https://link.springer.com/book/10.1007/978-3-031-01886-2,Book
Retraction Note to: Real time behavior based service specific secure routing for cloud centric IoT systems,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04008-3,E. KarthikaS. Mohanapriya,2022,https://link.springer.com/article/10.1007/s12652-022-04008-3,Article
ARP Overhead Reduction Framework for Software Defined Data Centers,Journal of Network and Systems Management,,,,10.1007/s10922-022-09663-7,Maliha SafdarYawar AbbasWaseem IqbalMir Yasir UmairAbdul Wakeel,2022,https://link.springer.com/article/10.1007/s10922-022-09663-7,Article
A data plane security model of segmented routing based on SDP trust enhancement architecture,Scientific Reports,,,,10.1038/s41598-022-12858-2,Liang WangHailong MaYiming JiangYin TangShuodi ZuTao Hu,2022,https://link.springer.com/article/10.1038/s41598-022-12858-2,Article
A technique for topography aware dynamic controller placement in SDN,International Journal of Information Technology,,,,10.1007/s41870-022-00969-y,Chaitali Dey BhowmikTirthankar Gayen,2022,https://link.springer.com/article/10.1007/s41870-022-00969-y,Article
Retraction Note to: Bayesian trust analysis of flooding attacks in distributed software defined networking nodes,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-03924-8,Vaishnavi MoorthyRevathi VenkataramanRaj Gururajan,2022,https://link.springer.com/article/10.1007/s12652-022-03924-8,Article
A Load Balancing Strategy Based on Fuzzy Satisfaction Among Multiple Controllers in Software-Defined Networking,Journal of Network and Systems Management,,,,10.1007/s10922-022-09662-8,Guoyan LiWentao CuiShudong LiuWeifeng Zhao,2022,https://link.springer.com/article/10.1007/s10922-022-09662-8,Article
The Complete Guide to SCION,Information Security and Cryptography,,,,10.1007/978-3-031-05288-0,Laurent ChuatMarkus LegnerDavid BasinDavid HausheerSamuel HitzPeter MüllerAdrian Perrig,2022,https://link.springer.com/book/10.1007/978-3-031-05288-0,Book
GOP-SDN: an enhanced load balancing method based on genetic and optimized particle swarm optimization algorithm in distributed SDNs,Wireless Networks,,,,10.1007/s11276-022-02990-2,Zahra KabiriBehrang BarekatainAvid Avokh,2022,https://link.springer.com/article/10.1007/s11276-022-02990-2,Article
FRT-SDN: an effective firm real time routing for SDN by early removal of late packets,Telecommunication Systems,,,,10.1007/s11235-022-00913-2,Shahrzad SedaghatAmir Hossein Jahangir,2022,https://link.springer.com/article/10.1007/s11235-022-00913-2,Article
DPDSN: data plane deadline-sensitive scheduling in data center networks,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-022-09223-y,Junjie Geng,2022,https://link.springer.com/article/10.1007/s00170-022-09223-y,Article
High-Speed Networks,Practical Networking,,,,10.1007/978-3-030-88841-1,Jorge CrichignoElie KfouryElias Bou-HarbNasir Ghani,2022,https://link.springer.com/book/10.1007/978-3-030-88841-1,Textbook
Photonic network coding and partial protection in optical-processing-enabled network: two for a tango,Optical and Quantum Electronics,,,,10.1007/s11082-022-03628-5,Dao Thanh Hai,2022,https://link.springer.com/article/10.1007/s11082-022-03628-5,Article
On the Robustness of Controlled Deep Reinforcement Learning for Slice Placement,Journal of Network and Systems Management,,,,10.1007/s10922-022-09654-8,Jose Jurandir Alves EstevesAmina BoubendirFabrice GuilleminPierre Sens,2022,https://link.springer.com/article/10.1007/s10922-022-09654-8,Article
Controller Placement in Software-Defined Multihop Wireless Networks: Optimal Solution and GA-based Approximation,Mobile Networks and Applications,,,,10.1007/s11036-021-01894-3,Afsane ZahmatkeshChung-Horng LungThomas Kunz,2022,https://link.springer.com/article/10.1007/s11036-021-01894-3,Article
Network traffic discrimination improvement in software defined network (SDN) with deep autoencoder and ensemble method,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-03810-3,Alireza ShirmarzAli Ghaffari,2022,https://link.springer.com/article/10.1007/s12652-022-03810-3,Article
Intelligent routing using convolutional neural network in software-defined data center network,The Journal of Supercomputing,,,,10.1007/s11227-022-04348-z,Tejas M. ModiPravati Swain,2022,https://link.springer.com/article/10.1007/s11227-022-04348-z,Article
